Tabelle: 22421-0001
Pflegebedürftige: Deutschland, Stichtag, Geschlecht,;;;;;;;;;;;;;;;
Altersgruppen, Art der Versorgung von Pflegebedürftigen;;;;;;;;;;;;;;;
Statistik über d. Empfänger v.Pflegegeldleistungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pflegebedürftige (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Stichtag;;;;;;;;;;;;;;;;;;;;;;;;;
;;;31.12.1999;;31.12.2001;;31.12.2003;;31.12.2005;;31.12.2007;;31.12.2009;;31.12.2011;;31.12.2013;;31.12.2015;;31.12.2017;;31.12.2019;;31.12.2021;;31.12.2023;
;;20 bis unter 25 Jahre;698;e;789;e;927;e;1020;e;1190;e;1248;e;1233;e;1426;e;1482;e;1867;e;2260;e;2226;e;2276;e
;;25 bis unter 30 Jahre;922;e;897;e;851;e;1002;e;1242;e;1456;e;1450;e;1668;e;1941;e;2520;e;2750;e;2700;e;2834;e
;;30 bis unter 35 Jahre;1571;e;1477;e;1316;e;1219;e;1197;e;1388;e;1524;e;1796;e;2173;e;3009;e;3533;e;3708;e;3742;e
;;35 bis unter 40 Jahre;2217;e;2274;e;2239;e;2143;e;2124;e;2002;e;1782;e;1883;e;2343;e;3490;e;4370;e;4596;e;4817;e
;;40 bis unter 45 Jahre;2755;e;2967;e;3245;e;3491;e;3744;e;3838;e;3513;e;3274;e;3315;e;4349;e;5253;e;5691;e;6062;e
;;45 bis unter 50 Jahre;3696;e;4147;e;4366;e;4716;e;5335;e;6001;e;6142;e;6314;e;6605;e;8294;e;8401;e;8013;e;7871;e
;;50 bis unter 55 Jahre;4314;e;5278;e;5842;e;6286;e;7005;e;8167;e;8745;e;9859;e;11155;e;15190;e;16520;e;15613;e;14045;e
;;55 bis unter 60 Jahre;7886;e;6772;e;6878;e;8048;e;9613;e;11043;e;11828;e;13015;e;15615;e;21970;e;26795;e;27312;e;26882;e
;;60 bis unter 65 Jahre;13688;e;14319;e;14054;e;12615;e;12238;e;13541;e;15920;e;18167;e;21293;e;28920;e;34639;e;38397;e;41212;e
;;65 bis unter 70 Jahre;20163;e;21950;e;24488;e;26084;e;27161;e;26834;e;22847;e;23396;e;28867;e;39562;e;48400;e;51551;e;54464;e
